filename,full_path,source,video_name,mean_luminance
"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0028.jpg","data/interim/frames/youtube/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0028.jpg",youtube,"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo",78.02419704861111
"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0014.jpg","data/interim/frames/youtube/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0014.jpg",youtube,"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo",100.19380642361111
"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0015.jpg","data/interim/frames/youtube/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0015.jpg",youtube,"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo",99.37219618055556
"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0001.jpg","data/interim/frames/youtube/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0001.jpg",youtube,"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo",106.4505078125
"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0029.jpg","data/interim/frames/youtube/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0029.jpg",youtube,"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo",82.21987847222222
"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0024.jpg","data/interim/frames/youtube/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0024.jpg",youtube,"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo",131.46421006944445
"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0030.jpg","data/interim/frames/youtube/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0030.jpg",youtube,"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo",106.74711371527778
"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0018.jpg","data/interim/frames/youtube/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0018.jpg",youtube,"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo",111.77852864583333
"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0019.jpg","data/interim/frames/youtube/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0019.jpg",youtube,"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo",104.55775173611111
"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0031.jpg","data/interim/frames/youtube/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0031.jpg",youtube,"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo",56.045299479166665
"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0025.jpg","data/interim/frames/youtube/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0025.jpg",youtube,"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo",127.4597048611111
"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0033.jpg","data/interim/frames/youtube/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0033.jpg",youtube,"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo",86.45504774305556
"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0027.jpg","data/interim/frames/youtube/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0027.jpg",youtube,"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo",105.4172265625
"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0026.jpg","data/interim/frames/youtube/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0026.jpg",youtube,"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo",111.26249131944445
"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0032.jpg","data/interim/frames/youtube/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0032.jpg",youtube,"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo",155.1029513888889
"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0036.jpg","data/interim/frames/youtube/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0036.jpg",youtube,"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo",81.68358506944445
"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0022.jpg","data/interim/frames/youtube/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0022.jpg",youtube,"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo",108.79210069444444
"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0023.jpg","data/interim/frames/youtube/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0023.jpg",youtube,"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo",115.87491753472223
"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0037.jpg","data/interim/frames/youtube/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0037.jpg",youtube,"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo",106.88485677083334
"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0009.jpg","data/interim/frames/youtube/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0009.jpg",youtube,"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo",95.62528645833333
"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0021.jpg","data/interim/frames/youtube/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0021.jpg",youtube,"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo",101.7485546875
"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0035.jpg","data/interim/frames/youtube/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0035.jpg",youtube,"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo",154.53655815972223
"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0034.jpg","data/interim/frames/youtube/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0034.jpg",youtube,"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo",103.33749131944444
"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0020.jpg","data/interim/frames/youtube/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0020.jpg",youtube,"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo",100.84901909722223
"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0008.jpg","data/interim/frames/youtube/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo/Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo_frame_0008.jpg",youtube,"Korn (wall of death) @ SSE Wembley Arena, London (16.12.2016)-VH3l_-O73xo",97.54827690972222
“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw_frame_0007.jpg,data/interim/frames/youtube/“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw/“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw_frame_0007.jpg,youtube,“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw,78.51651428073842
“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw_frame_0006.jpg,data/interim/frames/youtube/“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw/“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw_frame_0006.jpg,youtube,“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw,65.25678770463253
“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw_frame_0010.jpg,data/interim/frames/youtube/“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw/“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw_frame_0010.jpg,youtube,“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw,72.29257227446882
“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw_frame_0004.jpg,data/interim/frames/youtube/“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw/“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw_frame_0004.jpg,youtube,“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw,72.67126001393243
“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw_frame_0005.jpg,data/interim/frames/youtube/“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw/“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw_frame_0005.jpg,youtube,“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw,117.50960902124696
“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw_frame_0011.jpg,data/interim/frames/youtube/“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw/“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw_frame_0011.jpg,youtube,“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw,54.03358150470219
“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw_frame_0001.jpg,data/interim/frames/youtube/“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw/“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw_frame_0001.jpg,youtube,“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw,94.08082985022641
“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw_frame_0002.jpg,data/interim/frames/youtube/“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw/“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw_frame_0002.jpg,youtube,“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw,117.56874782305817
“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw_frame_0003.jpg,data/interim/frames/youtube/“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw/“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw_frame_0003.jpg,youtube,“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw,88.06690177638454
“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw_frame_0008.jpg,data/interim/frames/youtube/“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw/“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw_frame_0008.jpg,youtube,“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw,83.93193573667712
“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw_frame_0009.jpg,data/interim/frames/youtube/“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw/“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw_frame_0009.jpg,youtube,“This is not a war zone...＂ - SOAD en Sao Paulo-xtzqrVdQTvw,67.45448014629049
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0213.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0213.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,125.93581163194445
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0207.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0207.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,137.1206814236111
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0039.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0039.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,207.53585503472223
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0011.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0011.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,176.77961371527778
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0005.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0005.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,127.64733072916667
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0159.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0159.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,143.49745659722223
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0165.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0165.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,156.94120659722222
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0171.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0171.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,143.95823350694445
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0398.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0398.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,93.39431857638888
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0429.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0429.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,140.5960980902778
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0401.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0401.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,93.3371701388889
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0367.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0367.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,145.71110243055554
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0373.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0373.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,123.98657118055556
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0415.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0415.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,148.5816232638889
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0372.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0372.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,134.01680555555555
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0414.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0414.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,136.82101996527777
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0400.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0400.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,132.01131944444444
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0366.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0366.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,162.60790798611112
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0428.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0428.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,122.69975694444445
GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0399.jpg,data/interim/frames/youtube/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64/GUTALAX - Live @ HELLFEST 2025-LNsKRschF64_frame_0399.jpg,youtube,GUTALAX - Live @ HELLFEST 2025-LNsKRschF64,151.60220486111112
